Restaurant Name,Location,Menu Item,Veg/Non-Veg,Description,Cost,Rating,Special Features,Operating Hours,Phone Number
Madras Restaurant,"Hazratganj, Lucknow",Onion Masala Dosa,Veg Item,"A savory and flavorful delight from South India, the Onion Masala Dosa will entice your taste buds with its irresistible taste. This item is customizable. Swipe right to add item to cart.",175,2.7,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Tomato Uttapam,Veg Item,"A delightful South Indian specialty featuring a flavorful medley of tangy tomatoes and soft, pancake-like texture. This item is customizable. Swipe right to add item to cart.",145,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Mix Uttapam,Veg Item,"A delectable South Indian delicacy bursting with layers of flavors, the Mix Uttapam is a delightful and satisfying veg dish. This item is customizable. Swipe right to add item to cart.",175,3.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Uttappam,Veg Item,"A delectable South Indian delight, Paneer Uttappam is a savory vegetarian dish that is bursting with flavors. This item is customizable. Swipe right to add item to cart.",180,3.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Upma,Veg Item,"A flavorsome South Indian specialty that satisfies with its rich, aromatic blend of vegetarian ingredients. This item is customizable. Swipe right to add item to cart.",120,4.5,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Rava Butter Masala Dosa,Veg Item,"Crispy South Indian delight with a delectable blend of semolina, butter, and rich masala flavors. This item is customizable. Swipe right to add item to cart.",200,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Lemon Rice,Veg Item,A tangy and fragrant South Indian specialty that brings together the refreshing flavors of lemon and rice in a delightful vegetarian dish. This item is customizable. Swipe right to add item to cart.,135,4.3,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Onion Uttapam,Veg Item,"A delightful South Indian specialty, Onion Uttapam is a savory and delectable veg dish that will tantalize your taste buds. This item is customizable. Swipe right to add item to cart.",155,3.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Idli Sambar (2pcs),Veg Item,Soft and fluffy steamed rice cakes served with a flavorful lentil soup - a classic South Indian favorite! This item is customizable. Swipe right to add item to cart.,95,3.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Rava Idli (2 pcs),Veg Item,Soft and fluffy steamed semolina cakes filled with flavors of South India. This item is customizable. Swipe right to add item to cart.,130,4.0,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Veg CHOWMIEN,Veg Item,"A delectable Chinese delight that combines a medley of vegetables in a flavorful, aromatic sauce. This item is customizable. Swipe right to add item to cart.",140,4.2,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Chilli Potato,Veg Item,"Savor the tantalizing Chinese creation, bursting with flavors and textures, bringing together a delightful blend of fried potatoes and a zesty, tangy sauce. This item is customizable. Swipe right to add item to cart.",150,3.5,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Honey Chilli Potato,Veg Item,A delectable Chinese dish featuring crispy potatoes in a sweet and savory honey glaze. Swipe right to add item to cart.,170,4.4,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",French Fry,Veg Item,"Crispy and delectable, this Chinese-inspired French Fry dish will tempt your taste buds with its irresistible flavor. This item is customizable. Swipe right to add item to cart.",130,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Fried Paneer Momos,Veg Item,"Crispy and flavorful, these golden-fried Chinese delights are filled with delectable, melt-in-your-mouth paneer. This item is customizable. Swipe right to add item to cart.",100,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Chaumein,Veg Item,A flavorsome Chinese-inspired delight that pays homage to the delectable combination of paneer and fine noodles. This item is customizable. Swipe right to add item to cart.,180,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Veg,Veg Item,A flavorful and aromatic stir-fried rice dish filled with assorted vegetables and traditional Chinese flavors. This item is customizable. Swipe right to add item to cart.,140,3.5,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Fried Rice,Veg Item,"A delectable Chinese-inspired dish with fragrant rice and succulent paneer, showcasing a wondrous fusion of flavors. This item is customizable. Swipe right to add item to cart.",180,3.3,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Veg Manchurian,Veg Item,"Tender vegetable balls in a flavorful Chinese sauce, a delightful blend of savory and sweet. This item is customizable. Swipe right to add item to cart.",160,4.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Manchurian,Veg Item,"A flavorful and aromatic Chinese delight with a hint of tanginess, perfect for vegetarians and paneer lovers alike. This item is customizable. Swipe right to add item to cart.",190,4.5,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Chilli,Veg Item,"A delectable Chinese delight featuring soft and succulent paneer, bursting with vibrant flavors and tantalizing textures. This item is customizable. Swipe right to add item to cart.",190,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Veg Momos,Veg Item,Delight in these flavorful Chinese dumplings filled with a medley of vegetables. This item is customizable. Swipe right to add item to cart.,110,4.2,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Momos,Veg Item,Enjoy these delectable and flavorful dumplings stuffed with a creamy and rich paneer filling. This item is customizable. Swipe right to add item to cart.,145,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Fried Veg Momos,Veg Item,"Crispy, flavorful Chinese dumplings filled with a delightful medley of vegetables. This item is customizable. Swipe right to add item to cart.",115,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Chola bhatura,Veg Item,"A delectable North Indian delicacy that delights with its flavors and textures, Chola Bhatura is a popular vegetarian dish that offers a symphony of taste. This item is customizable. Swipe right to add item to cart.",130,3.3,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Dal fry,Veg Item,"A comforting and aromatic lentil dish from the heart of North India, bursting with rich flavors and a delightful texture. Swipe right to add item to cart.",115,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Dry veg,Veg Item,A flavorful and aromatic North Indian delicacy showcasing an exquisite blend of vegetables. Swipe right to add item to cart.,100,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer sabji,Veg Item,A delectable and aromatic North Indian delight showcasing the flavors of succulent paneer and fresh vegetables. Swipe right to add item to cart.,145,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Pav bhaji,Veg Item,A flavorful blend of mashed vegetables served with buttery toasted bread rolls. This item is customizable. Swipe right to add item to cart.,175,3.6,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Veg burger,Veg Item,A flavorful and satisfying burger filled with a delightful blend of North Indian vegetarian ingredients. Swipe right to add item to cart.,90,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Cheese Veg burger,Veg Item,"Indulge in the savory flavors of our North Indian cheese veg burger, a delectable culinary creation sure to impress your taste buds. Swipe right to add item to cart.",120,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer burger,Veg Item,"A tantalizing combination of flavors and textures, this North Indian delight showcases a delectable paneer patty nestled between fluffy buns. Swipe right to add item to cart.",145,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Chole Rice,Veg Item,A scrumptious combination of tender chickpeas in a flavorful North Indian delicacy served with fluffy rice. Swipe right to add item to cart.,145,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer pizza,Veg Item,"A delectable pizza featuring flavorful paneer, a delightful choice for vegetarians craving a scrumptious meal. Swipe right to add item to cart.",200,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Onion tomato pizza,Veg Item,"A delectable medley of tangy tomatoes and sweet onions atop a perfectly baked crust, this pizza is a savory delight for vegetable lovers. Swipe right to add item to cart.",200,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Tomato capsicum pizza,Veg Item,"A delectable combination of ripe tomatoes, vibrant capsicum and cheesy goodness, this veggie pizza is a taste sensation for all pizza lovers. Swipe right to add item to cart.",200,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Mix veg pizza,Veg Item,"A delightful medley of fresh vegetables and exquisite flavors, layered atop a crispy crust. Swipe right to add item to cart.",225,5.0,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Idli Sambar (2pcs),Veg Item,Soft and fluffy steamed rice cakes served with a flavorful lentil soup - a classic South Indian favorite! Swipe right to add item to cart.,70,3.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Masala Dosa,Veg Item,"Crispy golden crepe filled with flavorful potato and onion filling, a South Indian classic. Swipe right to add item to cart.",165,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Dosa,Veg Item,Fresh and fluffy cottage cheese with spices and vegetable Swipe right to add item to cart.,190,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Madras Special Masala Dosa,Veg Item,A flavorful South Indian crepe filled with a delicious blend of aromatic masala potatoes. Swipe right to add item to cart.,140,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Onion Uttapam,Veg Item,A mouthwatering Indian breakfast delight showcasing a savory pancake topped with caramelized onions and bursting with flavor. Swipe right to add item to cart.,115,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Rava Idli (2 pcs),Veg Item,Soft and fluffy steamed semolina cakes filled with flavors of South India. Swipe right to add item to cart.,100,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Fried Rice,Veg Item,"A flavorful and satisfying blend of aromatic paneer and stir-fried rice, perfect to fuel your mornings with a burst of deliciousness. Swipe right to add item to cart.",140,3.3,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Rava Butter Masala Dosa,Veg Item,"A fragrant and flavorful Indian breakfast favorite filled with a delicious medley of seasoned semolina, butter, and diced vegetables. Swipe right to add item to cart.",160,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Paneer Manchurian,Veg Item,A mouthwatering vegetarian delight that combines rich flavors in an enticing symphony of taste. Swipe right to add item to cart.,160,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",South indian thali,Veg Item,Rice/2 Roti/Dry Veg/Paneer Sabji/sambhar/Rasam/Dahi/ Papad/Achar/gulab jamun This item is customizable. Swipe right to add item to cart.,300,4.2,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",North indian thali,Veg Item,(Rise/2Roti/Dal Fry/Dry Sabji Paneer Sabji/Salad This item is customizable. Swipe right to add item to cart.,225,4.3,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Rice [per plate],Veg Item,"Fluffy and flavorful, this veggie accompaniment is the perfect pairing for any main course. Swipe right to add item to cart.",90,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Papad,Veg Item,Crispy and flavorful accompaniment perfect for adding crunch to any meal! Swipe right to add item to cart.,35,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Roti [per plate],Veg Item,Whole wheat Tawa roti Swipe right to add item to cart.,20,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Tea,Veg Item,A refreshing and aromatic blend of flavors to satisfy your thirst. Swipe right to add item to cart.,25,3.5,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Coffee,Veg Item,A smooth and rich infusion that perfectly captures the enticing aroma and robust flavor of freshly brewed coffee—perfect for coffee enthusiasts and those seeking a delightful and invigorating drink. Swipe right to add item to cart.,60,3.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Filter coffee,Veg Item,Authentic South indian aroma and taste Swipe right to add item to cart.,70,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Lassi,Veg Item,"A refreshing and creamy blend of flavors, this Indian beverage is the perfect way to cool down on a hot day. Swipe right to add item to cart.",75,4.1,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Cold coffee,Veg Item,A refreshing and invigorating blend of flavors to awaken your senses. Swipe right to add item to cart.,95,3.9,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Cold coffee with ice cream,Veg Item,A refreshing and indulgent treat featuring a smooth infusion of cold coffee paired with creamy ice cream. Swipe right to add item to cart.,125,2.8,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Bottle water,Veg Item,"Quench your thirst with the refreshing and invigorating taste of our Bottle Water, the ultimate revitalizing drink for a rejuvenating experience. Swipe right to add item to cart.",25,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Madras Restaurant,"Hazratganj, Lucknow",Oreo Shake,Veg Item,Oreo Shake Swipe right to add item to cart.,125,NA,"South Indian, Vegetarian",11 AM - 11 PM,+91 9998887777
Chatori Galli,"Lucknow, India",Matar Mushroom Combo,Veg Item,"A delightful combination of tender green peas and savory mushrooms, creating a delectable vegetarian combo. Swipe right to add item to cart.",260,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Jeera Rice,Veg Item,Deliciously seasoned rice sauteed with aromatic and flavorful spices. This item is customizable. Swipe right to add item to cart.,110,2.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Samosa 6 [6 Pieces],Veg Item,"Flavorful and satisfying, these crispy and golden pastry pockets are packed with a delectable filling that is perfect for starting your meal on a delightful note. Swipe right to add item to cart.",120,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Vegetarian munchurian,Veg Item,A delectable and flavorful vegetarian delight perfect for starting your meal with a burst of savory flavors. This item is customizable. Swipe right to add item to cart.,199,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Bread Pakoda 2 [2 Pieces],Veg Item,Crisp and flavorful bread pakodas perfect for a delectable start to your meal. Swipe right to add item to cart.,99,2.5,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Tomato soup,Veg Item,A comforting and flavorful soup bursting with the natural sweetness of tomatoes. Swipe right to add item to cart.,99,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Potato Sandwich,Veg Item,A delightful and satisfying veg sandwich packed with a mouthwatering filling. Swipe right to add item to cart.,70,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Korma,Veg Item,A creamy and flavorful Indian specialty featuring a succulent paneer in a rich and aromatic curry sauce. This item is customizable. Swipe right to add item to cart.,220,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Aloo Sbazi,Veg Item,Aloo Sbazi is a delectable vegetarian main course that will leave you craving for more with its tantalizing flavors. This item is customizable. Swipe right to add item to cart.,110,2.9,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Matar Paneer,Veg Item,"A flavorful and comforting Indian delicacy filled with soft, creamy paneer cheese and tender green peas. This item is customizable. Swipe right to add item to cart.",180,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Fried Rice with Paneer Chilli,Veg Item,"A delectable combination of flavorful fried rice and tender paneer, perfect for a satisfying vegetarian feast. Swipe right to add item to cart.",260,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Fried Rice with Veg Manchurian,Veg Item,"A satisfying combo of savory fried rice and delectable Veg Manchurian, perfect for a hearty and flavorful meal. Swipe right to add item to cart.",250,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Butter Masala Combo,Veg Item,"A delectable combo featuring rich and creamy paneer butter masala, perfect for those who crave a delightful vegetarian feast. This item is customizable. Swipe right to add item to cart.",250,2.3,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Fried Rice with Chicken Chilli,Non-veg item,Savor the delectable combination of flavorful fried rice and succulent chicken in this mouthwatering combo dish. Swipe right to add item to cart.,265,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chowmien with Chilli Paneer,Veg Item,A delectable combo of stir-fried noodles and succulent paneer tossed in a tantalizing sauce. Swipe right to add item to cart.,280,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chowmein With Veg Manchurian,Veg Item,"A delightful combo of stir-fried noodles with delectable vegetable Manchurian, bursting with flavors. Swipe right to add item to cart.",240,2.6,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Matar Mushroom Combo,Veg Item,A delectable blend of tender peas and succulent mushrooms served in a delightful veg combo. This item is customizable. Swipe right to add item to cart.,240,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Fried Rice with Paneer,Veg Item,"A delectable combo of fragrant rice and crispy paneer, creating a harmonious blend of flavors and textures. Swipe right to add item to cart.",280,2.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Veg Manchurian Combo,Veg Item,"A delectable blend of savory flavors and tantalizing spices, this veg combo dish brings a taste of Manchurian cuisine to life. Swipe right to add item to cart.",260,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chowmien with Paneer Manchrian,Veg Item,A tantalizing combination of flavorful noodles and delectable paneer in a fusion of Chinese and Indian cuisine. Swipe right to add item to cart.,260,2.3,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Matar Paneer Combo,Veg Item,"A harmonious combination of tender peas and homemade cottage cheese, creating a delectable veg dish. This item is customizable. Swipe right to add item to cart.",250,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Kadhai Paneer Combo,Veg Item,"A delectable medley of flavors and textures, this veg combo brings together succulent paneer and aromatic spices in a tantalizing dish. This item is customizable. Swipe right to add item to cart.",250,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chole Combo,Veg Item,A delectable and flavorful combination of wholesome vegetables that will leave you craving for more. This item is customizable. Swipe right to add item to cart.,199,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Do Pyaza,Veg Item,"A delectable combination of sumptuous paneer and aromatic spices in a rich, flavorful gravy. Swipe right to add item to cart.",260,2.3,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Matar Mushroom Combo,Veg Item,"A delightful combination of tender green peas and savory mushrooms, creating a delectable vegetarian combo. Swipe right to add item to cart.",260,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chilli paneer,Veg Item,A delectable and tantalizing vegetarian starter with a burst of flavors. This item is customizable. Swipe right to add item to cart.,230,2.7,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Honey chilli potato,Veg Item,"A sweet and tangy delight, this crispy potato dish is a perfect way to begin your meal. This item is customizable. Swipe right to add item to cart.",130,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Crispy chilli potato,Veg Item,A delightful and flavorful vegetarian starter with a delightful crispy exterior and a tangy twist. This item is customizable. Swipe right to add item to cart.,110,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Samosa [6 pieces],Veg Item,"Delicately crispy pastry pockets filled with a savory blend of flavors, perfect to kickstart your meal. Swipe right to add item to cart.",120,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Bread roll [4 pieces],Veg Item,"Delight in these delectable, golden-brown bread rolls, offering a tasty start to your meal. Swipe right to add item to cart.",140,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Samosa 6 [6 Pieces],Veg Item,"Flavorful and satisfying, these crispy and golden pastry pockets are packed with a delectable filling that is perfect for starting your meal on a delightful note. Swipe right to add item to cart.",120,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Bread pakoda [2 pieces],Veg Item,"Crispy, golden bites filled with delectable flavors, perfect for a delightful start to your meal. Swipe right to add item to cart.",99,2.9,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chicken chilli,Non-veg item,"Succulent and flavorful chicken with a tantalizing blend of savory spices, perfect to kickstart your meal. This item is customizable. Swipe right to add item to cart.",249,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Vegetarian munchurian,Veg Item,A delectable and flavorful vegetarian delight perfect for starting your meal with a burst of savory flavors. This item is customizable. Swipe right to add item to cart.,199,2.8,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer manchurian,Veg Item,A tantalizing vegetarian starter bursting with flavorful goodness. This item is customizable. Swipe right to add item to cart.,235,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer bread roll [4 pieces],Veg Item,"Deliciously stuffed Indian bread rolls filled with flavorful paneer, perfect as a tempting vegetarian starter. Swipe right to add item to cart.",160,3.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Bread Pakoda 2 [2 Pieces],Veg Item,Crisp and flavorful bread pakodas perfect for a delectable start to your meal. Swipe right to add item to cart.,99,2.7,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Poori Sabazi,Veg Item,"A mouthwatering, flavorful main course packed with a delightful combination of vegetables and crispy fried bread. Swipe right to add item to cart.",110,2.5,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Kadhai Paneer,Veg Item,A rich and flavorful vegetarian delight that combines succulent paneer with aromatic spices and a luscious gravy. This item is customizable. Swipe right to add item to cart.,230,2.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Bhurji,Veg Item,A flavorful and satisfying vegetarian delight that will tantalize your taste buds with its rich and aromatic flavors. This item is customizable. Swipe right to add item to cart.,140,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Poori Sabazi,Veg Item,A flavorful and satisfying main course featuring a combination of fluffy bread and a delectable assortment of vegetables. Swipe right to add item to cart.,110,2.5,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Chole Bhatura,Veg Item,A delectable veg main course bursting with rich flavors and hearty textures. Swipe right to add item to cart.,120,3.0,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Plain Dal,Veg Item,Delight in a satisfying and comforting veg main course that will warm your heart and soothe your soul. This item is customizable. Swipe right to add item to cart.,99,2.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Dal Fry,Veg Item,"A flavorful and comforting Indian lentil dish infused with aromatic spices, perfect for a fulfilling main course. This item is customizable. Swipe right to add item to cart.",130,3.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Butter Masala,Veg Item,"A rich and flavorful creamy curry with tender paneer, perfect for a satisfying vegetarian main course. This item is customizable. Swipe right to add item to cart.",220,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Do Pyaza,Veg Item,"A delectable vegetarian delight bursting with flavors and aromatic spices, perfect for a satisfying and hearty main course. This item is customizable. Swipe right to add item to cart.",250,2.2,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Mushroom Masala,Veg Item,A delectable and flavorful vegetarian main course that showcases the richness of mushrooms in a tantalizing gravy. This item is customizable. Swipe right to add item to cart.,250,2.6,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Matar Masala,Veg Item,A flavorful and aromatic vegetable dish that is perfect for a satisfying and hearty main course. This item is customizable. Swipe right to add item to cart.,240,2.1,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
Chatori Galli,"Lucknow, India",Paneer Korma,Veg Item,"A rich and creamy Indian curry featuring tender paneer, perfect for a satisfying and comforting main course. This item is customizable. Swipe right to add item to cart.",220,2.4,"Spicy, Vegetarian",10 AM - 10 PM,+91 9876543210
